NAME
repatikosam
eenadu daily
bharatha sakthi
dikshuchi
metro udayam
srk news
chaitanya varadhi
"vijaya lakshmi cable vision"
hmtv
kurukshetram monthly
telugu seema
"upland news telugu daily"
voodayam
pledge english daily
vinoda bharathi
govt media
telugu naadu
ipr dept
prathi okkari hakku samachara hakku
vanitha tv
adithya daily
krishna herald
trade voice
balaji communications
gaalimpu
voice of minorities
yuvaraj cable net work
mana ananthaseemam
mega vision fn
lokabandhu fn
udayaragam
ananda bhoomi
metro news services
ani
satya
interogation
voice today
kanuvippu
metro evenings daily
